Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Cost,Profit,Payment Method,Gender,Age Group,Shipping Price,Returned,Regional Manager,State Manager,City Manager
2066,CA-2015-106439,31/10/2015,04/11/2015,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,146.352,110.8258774,35.52612259,Cash,Female,36-50,10,No,William Taylor,Daniel Rodriguez,Samuel Hill
2280,CA-2018-142622,30/10/2018,02/11/2018,First Class,JK-15625,Jim Karlsson,Consumer,United States,Seattle,Washington,98115,West,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,97.568,59.92494289,37.64305711,Cash,Male,26-35,20,Yes,William Taylor,Jose Hall,Dennis Lewis
2317,CA-2018-122035,20/07/2018,25/07/2018,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Sioux Falls,South Dakota,57103,North,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,182.94,119.8158771,63.12412294,Bank Transfer,Male,50+,10,No,Thomas Torres,Jack Robinson,Robert Martinez
3033,US-2017-114293,21/11/2017,26/11/2017,Standard Class,JH-16180,Justin Hirsh,Consumer,United States,Gresham,Oregon,97030,West,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,195.136,146.3886777,48.7473223,Credit Card,Male,26-35,10,No,William Taylor,Daniel Lewis,Paul King
3169,CA-2017-138695,28/05/2017,03/06/2017,Standard Class,KC-16675,Kimberly Carter,Corporate,United States,Tallahassee,Florida,32303,South,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,390.272,293.8311624,96.44083763,Bank Transfer,Female,26-35,10,No,Henry Carter,Brian Torres,Alexander Nguyen
5580,CA-2018-137498,09/09/2018,14/09/2018,Second Class,LC-17050,Liz Carlisle,Consumer,United States,Los Angeles,California,90004,West,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,243.92,167.7745502,76.14544984,Cash,Male,18-25,15,No,William Taylor,Daniel Rodriguez,Samuel Hill
7406,CA-2016-100146,14/05/2016,19/05/2016,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Camarillo,California,93010,West,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,97.568,62.77162705,34.79637295,Bank Transfer,Female,18-25,10,No,William Taylor,Daniel Rodriguez,Robert Walker
414,CA-2018-117457,08/12/2018,12/12/2018,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,113.568,81.16563882,32.40236118,Bank Transfer,Male,18-25,10,No,William Taylor,Daniel Rodriguez,Raymond Clark
587,CA-2016-128139,03/07/2016,09/07/2016,Standard Class,BD-11725,Bruce Degenhardt,Consumer,United States,Richmond,Kentucky,40475,South,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,70.98,43.66495581,27.31504419,Credit Card,Female,26-35,10,Yes,Henry Carter,Nathan Allen,Raymond Carter
2072,US-2018-110996,20/11/2018,25/11/2018,Standard Class,KA-16525,Kelly Andreada,Consumer,United States,Ontario,California,91761,West,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,283.92,199.8448066,84.07519335,Cash,Female,26-35,10,No,William Taylor,Daniel Rodriguez,Ronald Thompson
6424,CA-2016-149650,24/10/2016,27/10/2016,First Class,RD-19660,Robert Dilbeck,Home Office,United States,Oakland,California,94601,West,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,454.272,296.3919761,157.8800239,Online,Female,26-35,20,No,William Taylor,Daniel Rodriguez,William Wright
86,CA-2018-140088,28/05/2018,30/05/2018,Second Class,PO-18865,Patrick O'Donnell,Consumer,United States,Columbia,South Carolina,29203,South,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,301.96,200.8144712,101.1455288,Cash,Female,18-25,15,No,Henry Carter,Tyler Clark,Larry Wright
1571,US-2015-157385,23/11/2015,25/11/2015,First Class,SC-20095,Sanjit Chand,Consumer,United States,Los Angeles,California,90004,West,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,603.92,433.2049166,170.7150834,Online,Male,50+,20,No,William Taylor,Daniel Rodriguez,Samuel Hill
4146,CA-2018-112725,30/01/2018,06/02/2018,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,San Francisco,California,94110,West,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,120.784,88.16719989,32.61680011,Online,Female,18-25,10,No,William Taylor,Daniel Rodriguez,Raymond Clark
5163,CA-2017-115378,18/11/2017,23/11/2017,Second Class,AJ-10945,Ashley Jarboe,Consumer,United States,Taylor,Michigan,48180,North,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,301.96,200.874074,101.085926,Bank Transfer,Male,26-35,15,No,Thomas Torres,Ronald Campbell,Paul White
6548,CA-2015-113880,01/03/2015,05/03/2015,Standard Class,VF-21715,Vicky Freymann,Home Office,United States,Elmhurst,Illinois,60126,North,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,634.116,444.234205,189.881795,Cash,Male,26-35,10,No,Thomas Torres,Nicholas Allen,Larry White
9372,CA-2016-111339,29/05/2016,31/05/2016,First Class,VP-21760,Victoria Pisteka,Corporate,United States,Columbus,Ohio,43229,North,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,317.058,202.3954618,114.6625382,Bank Transfer,Female,50+,20,No,Thomas Torres,Patrick Scott,Alexander Walker
9576,CA-2016-143147,26/05/2016,28/05/2016,Second Class,PS-18760,Pamela Stobb,Consumer,United States,San Antonio,Texas,78207,South,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,105.686,70.53986179,35.14613821,Bank Transfer,Female,18-25,15,No,Henry Carter,Jason Green,Edward Young
58,CA-2017-111682,17/06/2017,18/06/2017,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,319.41,204.1657772,115.2442228,Online,Female,18-25,20,No,Joseph Young,Gregory Scott,Kevin Ramirez
5033,CA-2017-155166,26/12/2017,02/01/2018,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Vineland,New Jersey,8360,East,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,212.94,151.8013736,61.13862636,Cash,Male,18-25,10,No,Joseph Young,Nathan Brown,Thomas Scott
5164,CA-2016-161627,06/07/2016,11/07/2016,Standard Class,SJ-20215,Sarah Jordon,Consumer,United States,Pasadena,California,91104,West,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,170.352,118.1751242,52.17687577,Cash,Female,18-25,10,No,William Taylor,Daniel Rodriguez,Andrew Flores
6150,CA-2018-101322,28/12/2018,31/12/2018,First Class,JG-15310,Jason Gross,Corporate,United States,Long Beach,California,90805,West,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,340.704,268.8963319,71.80766809,Credit Card,Male,50+,20,No,William Taylor,Daniel Rodriguez,Daniel White
6577,CA-2018-123085,03/03/2018,08/03/2018,Standard Class,EJ-13720,Ed Jacobs,Consumer,United States,Los Angeles,California,90008,West,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,170.352,133.5572683,36.79473173,Bank Transfer,Female,18-25,10,No,William Taylor,Daniel Rodriguez,Samuel Hill
7583,CA-2016-142734,16/04/2016,21/04/2016,Standard Class,DM-13345,Denise Monton,Corporate,United States,New York City,New York,10024,East,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,127.764,76.69122067,51.07277933,Credit Card,Male,50+,10,Yes,Joseph Young,Gregory Scott,David Perez
2342,US-2015-143231,31/12/2015,03/01/2016,First Class,GM-14455,Gary Mitchum,Home Office,United States,Franklin,Massachusetts,2038,East,FUR-FU-10002501,Furniture,Furnishings,Nu-Dell Executive Frame,63.2,38.81753688,24.38246312,Bank Transfer,Male,36-50,20,Yes,Joseph Young,Gregory Hernandez,Robert White
4805,CA-2018-136364,13/07/2018,17/07/2018,Second Class,MH-17455,Mark Hamilton,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10002501,Furniture,Furnishings,Nu-Dell Executive Frame,91.008,69.55286681,21.45513319,Bank Transfer,Female,26-35,15,No,Joseph Young,Daniel Lee,Kevin Adams
5132,CA-2018-146626,29/12/2018,05/01/2019,Standard Class,BP-11185,Ben Peterman,Corporate,United States,Anaheim,California,92804,West,FUR-FU-10002501,Furniture,Furnishings,Nu-Dell Executive Frame,101.12,71.08214613,30.03785387,Cash,Female,36-50,10,No,William Taylor,Daniel Rodriguez,Larry Brown
5397,US-2017-147340,24/09/2017,24/09/2017,Same Day,EB-13750,Edward Becker,Corporate,United States,San Francisco,California,94110,West,FUR-FU-10002501,Furniture,Furnishings,Nu-Dell Executive Frame,63.2,39.0885619,24.1114381,Online,Male,26-35,25,Yes,William Taylor,Daniel Rodriguez,Raymond Clark
8017,US-2015-131870,09/09/2015,11/09/2015,First Class,NF-18595,Nicole Fjeld,Home Office,United States,Lancaster,Ohio,43130,North,FUR-FU-10002501,Furniture,Furnishings,Nu-Dell Executive Frame,60.672,42.14535809,18.52664191,Bank Transfer,Female,36-50,20,No,Thomas Torres,Patrick Scott,Patrick Garcia
8518,CA-2018-149720,04/06/2018,07/06/2018,Second Class,EM-14065,Erin Mull,Consumer,United States,Frisco,Texas,75034,South,FUR-FU-10002501,Furniture,Furnishings,Nu-Dell Executive Frame,30.336,23.80344278,6.532557223,Online,Male,50+,15,No,Henry Carter,Jason Green,Charles Lopez
6799,CA-2016-168809,25/08/2016,25/08/2016,Same Day,MC-18100,Mick Crebagga,Consumer,United States,Houston,Texas,77041,South,FUR-FU-10002240,Furniture,Furnishings,Nu-Dell EZ-Mount Plastic Wall Frames,7.88,4.882518192,2.997481808,Cash,Male,18-25,25,Yes,Henry Carter,Jason Green,Eric Lewis
8204,CA-2016-114811,08/11/2016,08/11/2016,Same Day,KD-16495,Keith Dawkins,Corporate,United States,New York City,New York,10024,East,FUR-FU-10002240,Furniture,Furnishings,Nu-Dell EZ-Mount Plastic Wall Frames,11.82,7.983823694,3.836176306,Credit Card,Male,36-50,25,No,Joseph Young,Gregory Scott,David Perez
1719,CA-2017-169943,19/05/2017,24/05/2017,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,New York City,New York,10011,East,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,35.92,28.6187494,7.301250601,Online,Male,18-25,10,No,Joseph Young,Gregory Scott,David Perez
2920,CA-2017-160129,23/11/2017,23/11/2017,Same Day,LS-17200,Luke Schmidt,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,14.368,9.49130225,4.87669775,Bank Transfer,Male,36-50,25,No,Joseph Young,Daniel Lee,Kevin Adams
4337,CA-2016-154795,20/12/2016,24/12/2016,Standard Class,GZ-14470,Gary Zandusky,Consumer,United States,Bullhead City,Arizona,86442,West,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,14.368,10.34341153,4.024588469,Cash,Male,36-50,10,No,William Taylor,Steven Young,Thomas Davis
5072,CA-2015-124478,08/08/2015,12/08/2015,Standard Class,MA-17560,Matt Abelman,Home Office,United States,Trenton,Michigan,48183,North,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,53.88,40.30939075,13.57060925,Credit Card,Male,26-35,10,No,Thomas Torres,Ronald Campbell,Frank Miller
5097,US-2015-140452,06/12/2015,10/12/2015,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,Chicago,Illinois,60610,North,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,10.776,8.284574731,2.491425269,Cash,Male,18-25,10,No,Thomas Torres,Nicholas Allen,Jonathan Davis
6043,CA-2017-117912,04/02/2017,08/02/2017,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Sierra Vista,Arizona,85635,West,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,14.368,9.849384276,4.518615724,Credit Card,Female,18-25,10,No,William Taylor,Steven Young,Nathan Campbell
9501,CA-2017-149237,26/05/2017,30/05/2017,Standard Class,CM-12235,Chris McAfee,Consumer,United States,Milwaukee,Wisconsin,53209,North,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,26.94,18.94778703,7.992212968,Credit Card,Male,26-35,10,No,Thomas Torres,Patrick Robinson,Kevin Baker
751,CA-2018-126074,02/10/2018,06/10/2018,Standard Class,RF-19735,Roland Fjeld,Consumer,United States,Trenton,Michigan,48183,North,FUR-FU-10003577,Furniture,Furnishings,Nu-Dell Leatherette Frames,157.74,98.33189939,59.40810061,Bank Transfer,Male,18-25,10,Yes,Thomas Torres,Ronald Campbell,Frank Miller
2712,CA-2018-132430,09/10/2018,11/10/2018,First Class,CP-12085,Cathy Prescott,Corporate,United States,Lakewood,Ohio,44107,North,FUR-FU-10003577,Furniture,Furnishings,Nu-Dell Leatherette Frames,45.888,32.28643454,13.60156546,Cash,Female,50+,20,No,Thomas Torres,Patrick Scott,Benjamin Clark
5972,CA-2015-141726,20/07/2015,22/07/2015,First Class,CC-12145,Charles Crestani,Consumer,United States,San Diego,California,92105,West,FUR-FU-10003577,Furniture,Furnishings,Nu-Dell Leatherette Frames,43.02,27.54064117,15.47935883,Credit Card,Female,26-35,20,No,William Taylor,Daniel Rodriguez,Joshua Garcia
4582,CA-2017-120250,19/09/2017,22/09/2017,First Class,AP-10720,Anne Pryor,Home Office,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10003424,Furniture,Furnishings,Nu-Dell Oak Frame,25.632,16.93447565,8.697524349,Cash,Male,18-25,20,No,Joseph Young,Daniel Lee,Kevin Adams
8526,CA-2018-161172,16/03/2018,16/03/2018,Same Day,SP-20920,Susan Pistek,Consumer,United States,Columbus,Ohio,43229,North,FUR-FU-10003424,Furniture,Furnishings,Nu-Dell Oak Frame,51.264,30.98913237,20.27486763,Bank Transfer,Male,26-35,25,Yes,Thomas Torres,Patrick Scott,Alexander Walker
9058,CA-2016-149097,20/10/2016,24/10/2016,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Los Angeles,California,90045,West,FUR-FU-10003424,Furniture,Furnishings,Nu-Dell Oak Frame,74.76,48.27037314,26.48962686,Cash,Male,18-25,10,No,William Taylor,Daniel Rodriguez,Samuel Hill
378,US-2018-134481,27/08/2018,01/09/2018,Standard Class,AR-10405,Allen Rosenblatt,Corporate,United States,Franklin,Massachusetts,2038,East,FUR-TA-10004915,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",1488.424,899.9821015,588.4418985,Online,Male,18-25,10,Yes,Joseph Young,Gregory Hernandez,Robert White
3581,CA-2017-104157,25/07/2017,29/07/2017,Standard Class,MT-17815,Meg Tillman,Consumer,United States,Jackson,Mississippi,39212,South,FUR-TA-10004915,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",2430.08,1692.88163,737.1983695,Online,Female,26-35,10,No,Henry Carter,Donald Johnson,Alexander Smith
4003,CA-2017-145730,03/03/2017,08/03/2017,Standard Class,CC-12220,Chris Cortes,Consumer,United States,San Antonio,Texas,78207,South,FUR-TA-10004915,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",637.896,479.7183233,158.1776767,Credit Card,Female,18-25,10,No,Henry Carter,Jason Green,Edward Young
8449,CA-2018-125451,23/10/2018,24/10/2018,First Class,AH-10075,Adam Hart,Corporate,United States,Cranston,Rhode Island,2920,East,FUR-TA-10004915,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",637.896,397.7250812,240.1709188,Bank Transfer,Male,36-50,20,Yes,Joseph Young,George Allen,Patrick Taylor
8578,CA-2018-146164,22/12/2018,26/12/2018,Standard Class,CM-12190,Charlotte Melton,Consumer,United States,Rochester,Minnesota,55901,North,FUR-TA-10004915,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",607.52,385.5103275,222.0096725,Bank Transfer,Male,18-25,10,No,Thomas Torres,Frank Robinson,Jeffrey Moore
970,CA-2018-135279,09/04/2018,11/04/2018,First Class,BS-11800,Bryan Spruell,Home Office,United States,New York City,New York,10011,East,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,501.81,348.8633705,152.9466295,Online,Female,26-35,20,No,Joseph Young,Gregory Scott,David Perez
1637,CA-2015-168984,26/11/2015,02/12/2015,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Tigard,Oregon,97224,West,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,669.08,454.8828586,214.1971414,Credit Card,Female,50+,10,No,William Taylor,Daniel Lewis,Timothy Jones
2157,CA-2015-124646,22/06/2015,24/06/2015,First Class,DV-13465,Dianna Vittorini,Consumer,United States,Minneapolis,Minnesota,55407,North,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,501.81,315.3345928,186.4754072,Bank Transfer,Female,50+,20,No,Thomas Torres,Frank Robinson,James Walker
2482,CA-2018-147956,24/12/2018,31/12/2018,Standard Class,AH-10210,Alan Hwang,Consumer,United States,Seattle,Washington,98105,West,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,1003.62,778.2251298,225.3948702,Bank Transfer,Female,36-50,10,No,William Taylor,Jose Hall,Dennis Lewis
3848,CA-2018-129000,25/11/2018,27/11/2018,Second Class,SZ-20035,Sam Zeldin,Home Office,United States,Canton,Michigan,48187,North,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,501.81,357.5083935,144.3016065,Bank Transfer,Female,36-50,15,No,Thomas Torres,Ronald Campbell,Thomas Clark
1250,CA-2018-115602,18/12/2018,24/12/2018,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,10009,East,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,1141.938,825.9980854,315.9399146,Online,Male,36-50,10,No,Joseph Young,Gregory Scott,David Perez
3939,CA-2016-118955,16/06/2016,20/06/2016,Standard Class,LS-17230,Lycoris Saunders,Consumer,United States,Grand Prairie,Texas,75051,South,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,197.372,125.1708119,72.20118808,Cash,Male,50+,10,No,Henry Carter,Jason Green,Ryan Carter
4941,CA-2016-156482,06/02/2016,13/02/2016,Standard Class,IL-15100,Ivan Liston,Consumer,United States,Wilmington,Delaware,19805,East,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,1268.82,848.0409803,420.7790197,Bank Transfer,Female,18-25,10,No,Joseph Young,Nathan Johnson,James Jones
5847,CA-2016-126725,17/11/2016,21/11/2016,Standard Class,BS-11665,Brian Stugart,Consumer,United States,San Diego,California,92105,West,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,225.568,144.8826309,80.68536912,Online,Male,26-35,10,No,William Taylor,Daniel Rodriguez,Joshua Garcia
5999,US-2015-112991,10/12/2015,14/12/2015,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Caldwell,Idaho,83605,West,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,338.352,235.8510113,102.5009887,Bank Transfer,Male,36-50,10,No,William Taylor,Jason King,Daniel Brown
6203,CA-2017-118332,16/12/2017,23/12/2017,Standard Class,PK-19075,Pete Kriz,Consumer,United States,Apple Valley,California,92307,West,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,563.92,442.1177973,121.8022027,Online,Male,18-25,10,No,William Taylor,Daniel Rodriguez,Jack Rodriguez
6762,CA-2017-162943,24/07/2017,26/07/2017,Second Class,DB-12970,Darren Budd,Corporate,United States,New York City,New York,10035,East,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,253.764,160.3661324,93.39786759,Online,Female,50+,15,No,Joseph Young,Gregory Scott,David Perez
792,CA-2016-115938,26/06/2016,30/06/2016,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,Richmond,Virginia,23223,South,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,332.94,238.7998721,94.14012795,Bank Transfer,Male,50+,10,No,Henry Carter,Steven Williams,Raymond Carter
981,CA-2017-144939,03/10/2017,08/10/2017,Standard Class,EB-13870,Emily Burns,Consumer,United States,New York City,New York,10035,East,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,599.292,399.637138,199.654862,Credit Card,Male,50+,10,No,Joseph Young,Gregory Scott,David Perez
1314,US-2017-134488,24/09/2017,01/10/2017,Standard Class,PK-19075,Pete Kriz,Consumer,United States,Columbus,Ohio,43229,North,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,155.372,118.6202378,36.75176218,Online,Male,18-25,10,No,Thomas Torres,Patrick Scott,Alexander Walker
6232,US-2018-142188,11/09/2018,11/09/2018,Same Day,JF-15415,Jennifer Ferguson,Consumer,United States,Seattle,Washington,98105,West,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,177.568,138.9058287,38.66217128,Credit Card,Male,18-25,25,No,William Taylor,Jose Hall,Dennis Lewis
8072,CA-2018-151750,01/01/2018,05/01/2018,Standard Class,JM-15250,Janet Martin,Consumer,United States,Huntsville,Texas,77340,South,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,310.744,212.2286339,98.51536607,Bank Transfer,Female,18-25,10,No,Henry Carter,Jason Green,Ryan Anderson
8814,CA-2016-127754,26/07/2016,31/07/2016,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,Glendale,Arizona,85301,West,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,266.352,178.256931,88.09506897,Credit Card,Male,36-50,10,No,William Taylor,Steven Young,William Wilson
5485,CA-2018-148999,30/01/2018,04/02/2018,Standard Class,EB-13870,Emily Burns,Consumer,United States,Miami,Florida,33142,South,FUR-CH-10002044,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",419.136,309.5671626,109.5688374,Credit Card,Male,50+,10,No,Henry Carter,Brian Torres,Jack Sanchez
5690,CA-2016-119550,26/12/2016,31/12/2016,Standard Class,RB-19705,Roger Barcio,Home Office,United States,Houston,Texas,77070,South,FUR-CH-10002044,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",275.058,200.5683269,74.48967312,Cash,Female,50+,10,No,Henry Carter,Jason Green,Eric Lewis
3810,CA-2016-113628,12/11/2016,19/11/2016,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Plantation,Florida,33317,South,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",523.92,319.8809548,204.0390452,Bank Transfer,Female,36-50,10,Yes,Henry Carter,Brian Torres,Kevin Flores
4564,CA-2018-129490,26/09/2018,30/09/2018,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Miramar,Florida,33023,South,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",419.136,255.6076514,163.5283486,Cash,Female,50+,10,Yes,Henry Carter,Brian Torres,Justin Moore
5996,CA-2017-162187,11/12/2017,11/12/2017,Same Day,NS-18640,Noel Staavos,Corporate,United States,Columbus,Ohio,43229,North,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",458.43,337.8111405,120.6188595,Credit Card,Male,26-35,25,No,Thomas Torres,Patrick Scott,Alexander Walker
6307,CA-2017-163328,04/11/2017,06/11/2017,Second Class,TP-21565,Tracy Poddar,Corporate,United States,Eugene,Oregon,97405,West,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",104.784,70.75414842,34.02985158,Credit Card,Female,18-25,15,No,William Taylor,Daniel Lewis,Nathan Taylor
6440,CA-2015-166891,04/10/2015,06/10/2015,First Class,CC-12220,Chris Cortes,Consumer,United States,New York City,New York,10024,East,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",589.41,416.0684816,173.3415184,Credit Card,Female,18-25,20,No,Joseph Young,Gregory Scott,David Perez
6463,US-2018-133361,14/05/2018,17/05/2018,First Class,AJ-10780,Anthony Jacobs,Corporate,United States,Baltimore,Maryland,21215,East,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",261.96,206.8850318,55.07496824,Credit Card,Male,36-50,20,No,Joseph Young,Mark Young,Justin Martin
7002,CA-2016-104871,30/03/2016,03/04/2016,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Normal,Illinois,61761,North,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",366.744,233.7459408,132.9980592,Credit Card,Female,36-50,10,No,Thomas Torres,Nicholas Allen,Justin Williams
8505,CA-2017-109400,02/05/2017,06/05/2017,Standard Class,NR-18550,Nick Radford,Consumer,United States,Amarillo,Texas,79109,South,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",366.744,231.2955261,135.4484739,Bank Transfer,Female,50+,10,No,Henry Carter,Jason Green,Samuel Campbell
9582,CA-2018-152975,14/09/2018,16/09/2018,First Class,RB-19705,Roger Barcio,Home Office,United States,New York City,New York,10035,East,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",589.41,418.1995959,171.2104041,Cash,Female,50+,20,No,Joseph Young,Gregory Scott,David Perez
4643,CA-2018-130141,22/10/2018,24/10/2018,Second Class,HA-14905,Helen Abelman,Consumer,United States,Fort Collins,Colorado,80525,West,FUR-CH-10000749,Furniture,Chairs,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,579.136,446.9199988,132.2160012,Credit Card,Female,50+,15,No,William Taylor,Brian White,Richard Flores
9636,CA-2015-151330,14/10/2015,17/10/2015,First Class,TC-21295,Toby Carlisle,Consumer,United States,Everett,Massachusetts,2149,East,FUR-CH-10000749,Furniture,Chairs,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,1628.82,1042.091937,586.7280631,Credit Card,Male,36-50,20,No,Joseph Young,Gregory Hernandez,Daniel Johnson
445,CA-2017-115756,05/09/2017,07/09/2017,Second Class,PK-19075,Pete Kriz,Consumer,United States,Detroit,Michigan,48227,North,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,242.94,185.2563054,57.68369463,Online,Male,18-25,15,No,Thomas Torres,Ronald Campbell,Gregory Williams
